Urząd Skarbowy w Grudziądzu,86-300,Grudziądz,Droga Łąkowa 23,(56) 643-33-30,(56) 643-33-35,us0408@kp.mofnet.gov.pl ,0408
Urząd Skarbowy w Inowrocławiu,88-100,Inowrocław,al. Niepodległości 5,(52) 587-60-00,(52) 587-60-01,us0409@kp.mofnet.gov.pl,0409
Urząd Skarbowy w Lipnie,87-600,Lipno,Stanisława Staszica 4,(54) 287-28-32; (54) 287-25-75,(54) 287-28-46,us0410@kp.mofnet.gov.pl,0410
Urząd Skarbowy w Mogilnie,88-300,Mogilno,900-lecia 20,(52) 568-27-27,(52) 568-27-99,us0411@kp.mofnet.gov.pl,0411
Urząd Skarbowy w Nakle nad Notecią,89-100,Nakło n. Notecią,Sądowa 8,(52) 386-92-22; (52) 386-92-11 Nacz.,(52) 386-92-88,US0412@kp.mofnet gov.pl,0412
Urząd Skarbowy w Radziejowie,88-200,Radziejów,Rolnicza 6,(54) 285-36-75,(54) 285-22-88,us0413@kp.mofnet.gov.pl,0413
Urząd Skarbowy w Rypinie,87-500,Rypin,Dojazdowa 10,(54) 280-45-10,(54) 280-26-38,us0414@kp.mofnet.gov.pl,0414
Urząd Skarbowy w Sępólnie Krajeńskim,89-400,Sępólno Krajeńskie,Tadeusza Kościuszki 22,(52) 388-83-10,(52) 388-83-23,us0423@kp.mofnet.gov.pl,0423
Urząd Skarbowy w Świeciu ,86-100,Świecie,10 Lutego 16,(52) 332-44-49 do 53,(52) 332-45-50,us0415@kp.mofnet.gov.pl,0415
Pierwszy Urząd Skarbowy w Toruniu,87-100,Toruń,Szosa Chełmińska 34/36,(056) 610-91-00,(56) 610-91-11,us0416@kp.mofnet.gov.pl,0416
Drugi Urząd Skarbowy w Toruniu,87-100,Toruń,Mazowiecka 63/65,(56) 611-60-01,(56) 611-60-31,us0417@kp.mofnet.gov.pl,0417
Urząd Skarbowy w Tucholi,89-500,Tuchola,Plac Zamkowy 4,(52) 336-33-00,(52) 336-33-27,us418@kp.mofnet.gov.pl,0418
Urząd Skarbowy w Wąbrzeźnie,87-200,Wąbrzeźno,Macieja Rataja 2,(56) 687-17-77,(56) 687-17-78,us0419@kp.mofnet.gov.pl,0419
Urząd Skarbowy we Włocławku,87-800,Włocławek,Stefana Okrzei 72B,(54) 231-34-31,(54) 231-19-84,us0420@kp.mofnet.gov.pl,0420
Urząd Skarbowy w Żninie,88-400 ,Żnin,Klemensa Janickiego 18,(52) 30 30 400,(52) 30 31 345,us0421@kp.mofnet.gov.pl ,0421
Izba Skarbowa w Lublinie,20-883   ,Lublin           ,Tadeusza Szeligowskiego 24,(81) 452-23- 00 ,81) 452-23- 66,is@lb.mofnet.gov.pl      ,0601
Lubelski Urząd Skarbowy w Lublinie,20-883,Lublin,Tadeusza Szeligowskiego 24,(81) 452-25-00,(81) 452-25-04,us0671@lb.mofnet.gov.pl,0671
Urząd Skarbowy w Białej Podlaskiej,21-500,Biała Podlaska,Prosta 19,(83) 344-95-17,(83) 344-95-91,us0602@lb.mofnet.gov.pl,0602
Urząd Skarbowy w Biłgoraju,23-400,Biłgoraj,Tadeusza Kościuszki 78,(84) 686-87-00,(84) 686-87-01,us0603@lb.mofnet.gov.pl,0603
Urząd Skarbowy w Chełmie,22-100,Chełm,Obłońska 20a,(82) 565-24-49,(82) 564-33-31,us0604@lb.mofnet.gov.pl,0604
Urząd Skarbowy w Hrubieszowie,22-500,Hrubieszów,27 Wołyńskiej Dywizji Piechoty AK 11,(84) 696-63-88 do 90,(84) 696-63-65,us0605@lb.mofnet.gov.pl,0605
Urząd Skarbowy w Janowie Lubelskim,23-300,Janów Lubelski,Wojska Polskiego 32,(15) 872-53-00,(15) 872-24-66,us0606@lb.mofnet.gov.pl,0606
Urząd Skarbowy w Krasnymstawie,22-300,Krasnystaw,Rzeczna 5,(82) 576-25-94,(82) 576-50-41,us0607@lb.mofnet.gov.pl,0607
Urząd Skarbowy w Kraśniku,23-200,Kraśnik,Tadeusza Kościuszki 5,(81) 884-30-37,(81) 884-36-61,us0608@lb.mofnet.gov.pl,0608
Urząd Skarbowy w Lubartowie,21-100,Lubartów,Legionów 55,(81) 854-13-49,(81) 854-13-62,us0609@lb.mofnet.gov.pl,0609
Pierwszy Urząd Skarbowy w Lublinie,20-027,Lublin,Sądowa 5,(81) 464-23-10,(81) 464-23-12,us0610@lb.mofnet.gov.pl,0610
Drugi Urząd Skarbowy w Lublinie,20-883,Lublin,Tadeusza Szeligowskiego 24,(81) 452-24-00,(81) 452-24-04,us0611@lb.mofnet.gov.pl,0611
Trzeci Urząd Skarbowy w Lublinie,20-016,Lublin,Prezydenta Gabriela Narutowicza 56,(81) 535-04-77,(81) 535-04-53,us0612@lb.mofnet.gov.pl,0612
Urząd Skarbowy w Łęcznej,21-010,Łęczna,Jana Pawła II 95,(81) 752-36-21,(81) 752-36-26,us0621@lb.mofnet.gov.pl,0621
Urząd Skarbowy w Łukowie,21-400,Łuków,Międzyrzecka 72a,(25) 798-29-21,(25) 798-29-21 w. 24,us0613@lb.mofnet.gov.pl,0613
Urząd Skarbowy w Opolu Lubelskim,24-300,Opole Lubelskie,Józefa Piłsudskiego 12,(81) 827-21-41,(81) 827-20-86,us0614@lb.mofnet.gov.pl,0614
Urząd Skarbowy w Parczewie,21-200,Parczew,Żabia 2a,(83) 354-10-71,(83) 354-39-30,us0615@lb.mofnet.gov.pl,0615
Urząd Skarbowy w Puławach,24-100,Puławy,Władysława Grabskiego 4,(81) 887-96-41,(81) 888-44-77,us0616@lb.mofnet.gov.pl,0616
Urząd Skarbowy w Radzyniu Podlaskim,21-300,Radzyń Podlaski,Lubelska 1,(83) 352-11-09,(83) 352-11-09,us0617@lb.mofnet.gov.pl,0617
Urząd Skarbowy w Rykach,08-500,Ryki,Leona Wyczółkowskiego 10a,(81) 865-63-82,(81) 865-44-30,us0622@lb.mofnet.gov.pl,0622
Urząd Skarbowy w Tomaszowie Lubelskim,22-600,Tomaszów Lubelski,Rolnicza 17,(84) 666-01-16,(84) 666-01-11,us0618@lb.mofnet.gov.pl,0618
Urząd Skarbowy we Włodawie,22-200,Włodawa,Rynek 9,(82) 572-44-00,(82) 572-39-00,us0619@lb.mofnet.gov.pl,0619
Urząd Skarbowy w Zamościu,22-400,Zamość,Jana Kilińskiego 82,(84) 677-63-00,(84) 638-32-23,us0620@lb.mofnet.gov.pl,0620
Izba Skarbowa w Zielonej Górze,65-454,Zielona Góra,Gen. Władysława Sikorskiego 2,(68) 456-07-00,(68) 456-07-01,is@lu.mofnet.gov.pl,0801
Lubuski Urząd Skarbowy w Zielonej Górze,65-054,Zielona Góra,Dr. Pieniężnego 24,(68) 456-09-00,(68) 456-09-01,us871@lu.mofnet.gov.pl,0871
Urząd Skarbowy w Drezdenku,66-530,Drezdenko,Pierwszej Brygady 21,(95) 763-73-00,(95) 763-73-02,us812@lu.mofnet.gov.pl,0812
Urząd Skarbowy w Gorzowie Wlkp.,66-400,Gorzów Wlkp.,Jagiellończyka 10,(95) 711-57-42,(95)711-59-05,us802@lu.mofnet.gov.pl,0802
Urząd Skarbowy w Krośnie Odrz.,66-600,Krosno Odrzańskie,Obrońców Stalingradu 3,(68) 383-53-17,(68) 383-57-28,us803@lu.mofnet.gov.pl,0803
Urząd Skarbowy w Międzyrzeczu,66-300,Międzyrzecz,Rynek 3,(95) 742-35-00,(95) 742-35-01,us804@lu.mofnet.gov.pl,0804
Urząd Skarbowy w Nowej Soli,67-100,Nowa Sól,Stanisława Staszica 1,(68) 456-03-10,(68) 456-03-01,us805@lu.mofnet.gov.pl,0805
Urząd Skarbowy w Słubicach,69-100,Słubice,Wojska Polskiego 155,(95) 750-15-00/11,(95) 758-26-62,us806@lu.mofnet.gov.pl,0806
Urząd Skarbowy w Sulęcinie,69-200,Sulęcin,Daszyńskiego 47,(95) 756-00-11,(95) 755-22-24,us813@lu.mofnet.gov.pl,0813
Urząd Skarbowy w Świebodzinie,66-200,Świebodzin,Jana III Sobieskiego 6,(68) 456-06-00,(68) 456-06-01,us807@lu.mofnet.gov.pl,0807
Urząd Skarbowy we Wschowie,67-400,Wschowa,Zielony Rynek 7,(65) 540-80-60,(65) 540-80-61,us814@lu.mofnet.gov.pl,0814
Pierwszy Urząd Skarbowy w Zielonej Górze,65-054,Zielona Góra,Dr. Pieniężnego 24,(68) 456-01-00,(68) 456-01-01,us808@lu.mofnet.gov.pl,0808
Drugi Urząd Skarbowy w Zielonej Górze,65-054,Zielona Góra,Dr. Pieniężnego 24,(68) 456-02-00,(68) 456-02-01,us809@lu.mofnet.gov.pl,0809
Urząd Skarbowy w Żaganiu,68-100,Żagań,X- Lecia 26,(68) 456-04-10,(68) 456-04-01,us810@lu.mofnet.gov.pl,0810
Urząd Skarbowy w Żarach,68-200,Żary,Osadników Wojskowych 3-4,(68) 456-05-00,(68) 456-05-01,us811@lu.mofnet.gov.pl,0811
Izba Skarbowa w Łodzi,90-436,Łódź,Aleja Kościuszki 83,(42) 254-70-00,(42) 254-71-01,is1001@ld.mofnet.gov.pl,1001
Biuro Krajowej Informacji Podatkowej w Piotrkowie Trybunalskim,97-300,Piotrków Trybunalski,Wronia 65,(44) 645-01-51,(44) 649-76-94,,
Łódzki Urząd Skarbowy,90-436,Łódź,Aleja Kościuszki 85,(42) 253-05-00,(42) 253-05-05,us1071@ld.mofnet.gov.pl,1071
Urząd Skarbowy w Bełchatowie,97-400,Bełchatów,Józefa Piłsudskiego 18,(44) 632-49-86,(44) 632-30-63,us1002@ld.mofnet.gov.pl,1002
Urząd Skarbowy w Brzezinach,95-060,Brzeziny,Sienkiewicza 16,(46) 874-30-11,(46) 874-21-77,us1003@ld.mofnet.gov.pl,1003
Urząd Skarbowy w Głownie,95-015,Głowno,Ludwika Norblina 2,(42) 719-19-81,(42) 719-40-96,us1004@ld.mofnet.gov.pl,1004
Urząd Skarbowy w Kutnie,99-300,Kutno,Dr. Antoniego Troczewskiego 12,(24) 355-61-00,(24) 355-65-65,us1005@ld.mofnet.gov.pl,1005
"Urząd Skarbowy w Łasku",98-100,Łask,"9 Maja 31","(43) 671-13-00",,us1006@ld.mofnet.gov.pl,1006,,,,,,,
Urząd Skarbowy w Łęczycy,99-100,Łęczyca,al. Jana Pawła II 17,(24) 721-70-12,(24) 721-23-12,us1028@ld.mofnet.gov.pl,1028
Urząd Skarbowy w Łowiczu,99-400,Łowicz,Józefa Chełmońskiego 2,(46) 837-65-05,(46) 837-97-66,us1007@ld.mofnet.gov.pl,1007
Pierwszy Urząd Skarbowy Łódź - Bałuty,91-066,Łódź,Zachodnia 47,(42) 253-56-00,(42) 253-57-22,us1008@ld.mofnet.gov.pl,1008
Drugi Urząd Skarbowy Łódź - Bałuty,91-222,Łódź,Św. Teresy od Dzieciątka Jezus 105,(42) 253-40-00,(42) 253-42-50,us1009@ld.mofnet.gov.pl,1009
Pierwszy Urząd Skarbowy Łódź - Górna,93-578,Łódź,Gen. Walerego Wróblewskiego 10,(42)258-81-00,(42) 258-81-05,us1010@ld.mofnet.gov.pl,1010
Drugi Urząd Skarbowy Łódź - Górna,93-578,Łódź,Gen. Walerego Wróblewskiego 10,(42) 258-82-00,(42) 258-82-83,us1011@ld.mofnet.gov.pl,1011
Urząd Skarbowy Łódź - Polesie,90-646 ,Łódź,6 Sierpnia 84/86,(42) 254-60-00,(42) 254-62-51,us1012@ld.mofnet.gov.pl,1012
Urząd Skarbowy Łódź - Śródmieście,90-019,Łódź,Dowborczyków 9/11,(42 )253-06-00,(42) 253-07-03,us1013@ld.mofnet.gov.pl,1013
Urząd Skarbowy Łódź - Widzew,92-312,Łódź,Papiernicza 7,(42) 275-08-00,(42) 275-09-08,us1014@ld.mofnet.gov.pl,1014
Urząd Skarbowy w Opocznie,26-300,Opoczno,Piotrkowska 14,(44) 755-31-01,(44) 755-24-45,us1015@ld.mofnet.gov.pl,1015
Urząd Skarbowy w Pabianicach,95-200,Pabianice,Zamkowa 26,(42) 27-04-100,(42) 27-04-103,us1016@ld.mofnet.gov.pl,1016
Urząd Skarbowy w Pajęcznie,98-330,Pajęczno,1 Maja 9,(34) 311-39-60,(34) 311-33-55,us1029@ld.mofnet.gov.pl,1029
Urząd Skarbowy w Piotrkowie Trybunalskim,97-300,Piotrków Trybunalski,Wronia 65,(44) 645-01-00,(44) 649-90-36,us1017@ld.mofnet.gov.pl,1017
Urząd Skarbowy w Poddębicach,99-200,Poddębice,Narutowicza 12,(43) 678-77-00,(43) 678-77-01,us1018@ld.mofnet.gov.pl,1018
Urząd Skarbowy w Radomsku,97-500,Radomsko,Mickiewicza 4,(44) 685-49-00,(44) 685-49-74,us1019@ld.mofnet.gov.pl,1019
Urząd Skarbowy w Rawie Mazowieckiej,96-200,Rawa Mazowiecka,Juliusza Słowackiego 4,(46) 814-47-46,(46) 814-47-44,us1020@ld.mofnet.gov.pl,1020
Urząd Skarbowy w Sieradzu,98-200,Sieradz,Spółdzielcza 3,(43) 826-56-00,(43) 826-56-99,us1021@ld.mofnet.gov.pl,1021
Urząd Skarbowy w Skierniewicach,96-100,Skierniewice,Nowobielańska 61b,(46) 834-63-00,(46) 834-63-94,us1022@ld.mofnet.gov.pl,1022
Urząd Skarbowy w Tomaszowie Mazowieckim,97-200,Tomaszów Mazowiecki,Józefa Montwiłła Mireckiego 37,(44) 725-60-00,(44) 724-23-26,us1023@ld.mofnet.gov.pl,1023
Urząd Skarbowy w Wieluniu,98-300 ,Wieluń,Krakowskie Przedmieście 34,(43) 843-91-36,(43) 843-91-59,us1024@ld.mofnet.gov.pl,1024
Urząd Skarbowy w Wieruszowie,98-400,Wieruszów,Rynek 12/13,(62) 783-19-71,(62) 78-31-978,us1027@ld.mofnet.gov.pl,1027
Urząd Skarbowy w Zduńskiej Woli,98-220,Zduńska Wola,Zielona 15,(43) 824-19-00,(43) 824-19-40,us1025@ld.mofnet.gov.pl,1025
Urząd Skarbowy w Zgierzu,95-100 ,Zgierz,ks. Jerzego Popiełuszki 8,(42) 270-10-00,(42) 270-10-01,us1026@ld.mofnet.gov.pl,1026
Izba Skarbowa w Krakowie,31-007,Kraków,Wiślna 7,(12) 255-73-00,(12) 422-43-86,is@mp.mofnet.gov.pl,1201
Małopolski Urząd Skarbowy,31-621,Kraków,Bohaterów Września 80,(12) 681-70-00,(12) 647-70-56,mus@mp.mofnet.gov.pl,1271
Urząd Skarbowy w Bochni,32-700,Bochnia,Gołębia 3,(14) 615-26-00 ,(14) 615-26-53 ,us1202@mp.mofnet.gov.pl ,1202
Urząd Skarbowy w Brzesku,32-800,Brzesko,Królowej Jadwigi 16,(14) 663-28-23,(14) 663-08-42,us1203@mp.mofnet.gov.pl,1203
Urząd Skarbowy w Chrzanowie,32-500,Chrzanów,Garncarska 9,(32) 625-71-00,(32) 627-62-62,us1204@mp.mofnet.gov.pl,1204
Urząd Skarbowy w Dąbrowie Tarnowskiej,33-200,Dąbrowa Tarnowska,Berka Joselewicza 5,(14) 642-20-31,(14) 642-55-31,us1205@mp.mofnet.gov.pl ,1205
Urząd Skarbowy w Gorlicach,38-300,Gorlice,Bardiowska 9,(18) 545-02-00,(18) 545-02-05,us1206@mp.mofnet.gov.pl,1206
Pierwszy Urząd Skarbowy Kraków,30-363,Kraków,Rzemieślnicza 20,(12) 384-60-00,(12) 384-63-00 ,us1207@mp.mofnet.gov.pl ,1207
Drugi Urząd Skarbowy Kraków,31-272,Kraków,Krowoderskich Zuchów 2,(12) 665-60-00,(12) 631-54-50,us1228@mp.mofnet.gov.pl,1228
Urząd Skarbowy Kraków - Krowodrza,31-272,Kraków,Krowoderskich Zuchów 2,(12) 665-60-00,(12) 665-61-36,us1208@mp.mofnet.gov.pl,1208
Urząd Skarbowy Kraków - Nowa Huta,31-621,Kraków,Bohaterów Września 80,(12) 681-70-00 ,(12) 647-92-22 ,us1209@mp.mofnet.gov.pl ,1209
Urząd Skarbowy Kraków - Podgórze,30-415,Kraków,Wadowicka 10,(12) 254-70-00,(12) 267-40-91,us1210@mp.mofnet.gov.pl,1210
Urząd Skarbowy Kraków - Prądnik,31-272,Kraków,Krowoderskich Zuchów 2,(12) 665-60-00,(12) 665-67-51,us1211@mp.mofnet.gov.pl,1211
Urząd Skarbowy Kraków - Stare Miasto,31-001,Kraków,Grodzka 65,(12) 293-81-00,(12) 293-82-66,us1212@mp.mofnet.gov.pl,1212
Urząd Skarbowy Kraków - Śródmieście,31-272,Kraków,Krowoderskich Zuchów 2,12-665-60-00,(12) 634-34-24,us1213@mp.mofnet.gov.pl ,1213
Urząd Skarbowy w Limanowej,34-600,Limanowa,Matki Boskiej Bolesnej 9,(18) 337-93-00,(18) 337-93-08,us1214@mp.mofnet.gov.pl ,1214
Urząd Skarbowy w Miechowie,32-200,Miechów,Stanisławy Daneckiej 1,(41) 382-23-00,(41) 382-23-41,us1215@mp.mofnet.gov.pl,1215
Urząd Skarbowy w Myślenicach,32-400,Myślenice,Hipolita Cegielskiego 2,(12) 274-24-20,(12) 272-41-11,us1216@mp.mofnet.gov.pl,1216
Urząd Skarbowy w Nowym Sączu,33-300 ,Nowy Sącz,Władysława Barbackiego 10 ,(18) 547-38-08,(18) 547-38-01,us1217@mp.mofnet.gov.pl,1217
Urząd Skarbowy w Nowym Targu,34-400,Nowy Targ,Parkowa 13,(18) 263-04-00,(18) 266-29-33,us1218@mp.mofnet.gov.pl,1218
Urząd Skarbowy w Olkuszu,32-300,Olkusz,Budowlanych 2,(32) 645-02-20,(32) 641-38-14,us1219@mp.mofnet.gov.pl,1219
Urząd Skarbowy w Oświęcimiu,32-600,Oświęcim,Plebańska 2,(33) 846-64-40,(33) 846-64-41,us1220@mp.mofnet.gov.pl,1220
Urząd Skarbowy w Proszowicach,32-100,Proszowice,Mikołaja Reja 1,(12) 386-13-10,(12) 386-10-03,us1221@mp.mofnet.gov.pl,1221
Urząd Skarbowy w Suchej Beskidzkiej,34-200,Sucha Beskidzka,Adama Mickiewicza 36,(33) 874-45-01,(33) 874-35-29,us1222@mp.mofnet.gov.pl,1222
Pierwszy Urząd Skarbowy w Tarnowie,33-100,Tarnów,Lwowska 72-96a,(14) 630-23-00,(14) 630-23-10,us1223@mp.mofnet.gov.pl,1223
Drugi Urząd Skarbowy w Tarnowie ,33-100,Tarnów,Solidarności 5-9B,(14) 632-82-00,(14) 632-82-22,us1224@mp.mofnet.gov.pl,1224
Urząd Skarbowy w Wadowicach,34-100,Wadowice,Legionów 22,(33) 872-39-00,(33) 873-26-10,us1225@mp.mofnet.gov.pl,1225
Urząd Skarbowy w Wieliczce,32-020,Wieliczka,Zamkowa 2,(12) 279-85-00,(12) 279-86-66,us1226@mp.mofnet.gov.pl,1226
Urząd Skarbowy w Zakopanem,34-500,Zakopane,Szymony 14,(18) 202-15-00,(18) 202-15-83,us1227@mp.mofnet.gov.pl,1227
Izba Skarbowa w Warszawie,01-513,Warszawa,Alojzego Felińskiego 2B,(22) 561-80-00 ,(22) 561-80-93,is@mz.mofnet.gov.pl,1401
Biuro Krajowej Informacji Podatkowej w Płocku,09-402,Płock,1 Maja 10,(24) 262-54-07,(24) 262-93-19,bkip.plock@mz.mofnet.gov.pl,
Pierwszy Mazowiecki Urząd Skarbowy,01-513,Warszawa,Alojzego Felińskiego 2B,(22) 568-92-00 ,(22) 568-93-01,us1471@mz.mofnet.gov.pl,1471
Drugi Mazowiecki Urząd Skarbowy,00-193,Warszawa,Stawki 2,(22) 860-71-17,(22) 860-71-05  ,us1472@mz.mofnet.gov.pl,1472
Trzeci Mazowiecki Urząd Skarbowy,26-610,Radom,Andrzeja Struga 26/28,(48) 362-95-21,(48) 363-11-50,us1473@mz.mofnet.gov.pl,1473
Urząd Skarbowy w Białobrzegach,26-800,Białobrzegi,Władysława Reymonta 46,(48) 613-29-92,(48) 613-28-92,us1402@mz.mofnet.gov.pl,1402
Urząd Skarbowy w Ciechanowie,06-400,Ciechanów,Warszawska 58,(23) 672-35-38,(23) 672-35-38,us1403@mz.mofnet.gov.pl,1403
